,age,workclass,final_weight,education,education-num,marital-status,occupation,relationship,race,sex,cap-gain,cap-loss,hours-per-week,native-country,sum_N
9894,22.0, Private,162282.0, HS-grad,9.0, Never-married, Machine-op-inspct, Own-child, White, Male,0.0,0.0,55.0, United-States,<=N
9895,38.0, State-gov,239539.0, HS-grad,9.0, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0.0,0.0,40.0, Philippines,<=N
9896,46.0, Private,117849.0, Masters,14.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,99999.0,0.0,50.0, United-States,>N
9897,17.0, Private,99237.0, 11th,7.0, Never-married, Handlers-cleaners, Own-child, White, Male,0.0,0.0,30.0, United-States,<=N
9898,18.0, Private,149343.0, HS-grad,9.0, Never-married, Prof-specialty, Own-child, White, Female,0.0,0.0,3.0, United-States,<=N
9899,42.0, Self-emp-not-inc,193882.0, HS-grad,9.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,50.0, United-States,<=N
9900,41.0, Private,107845.0, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Wife, White, Female,0.0,0.0,40.0, United-States,>N
9901,58.0, Private,268295.0, 5th-6th,3.0, Married-civ-spouse, Adm-clerical, Husband, Black, Male,0.0,0.0,40.0, United-States,<=N
9902,43.0, Private,71269.0, Some-college,10.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,45.0, United-States,<=N
9903,42.0, Self-emp-inc,204598.0, Assoc-voc,11.0, Married-civ-spouse, Other-service, Husband, White, Male,3464.0,0.0,80.0, United-States,<=N
9904,19.0, Private,98283.0, Some-college,10.0, Never-married, Prof-specialty, Own-child, Asian-Pac-Islander, Male,0.0,0.0,32.0, United-States,<=N
9905,45.0, Self-emp-inc,188694.0, Prof-school,15.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,50.0, United-States,>N
9906,41.0, Private,201908.0, Masters,14.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,20.0, United-States,<=N
9907,38.0, Private,191137.0, 11th,7.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0.0,0.0,35.0, United-States,<=N
9908,58.0, Self-emp-not-inc,129786.0, HS-grad,9.0, Separated, Farming-fishing, Not-in-family, White, Male,0.0,0.0,50.0, United-States,<=N
9909,37.0, Private,302903.0, Some-college,10.0, Married-civ-spouse, Exec-managerial, Wife, Asian-Pac-Islander, Female,0.0,0.0,40.0, United-States,<=N
9910,34.0, Private,143526.0, HS-grad,9.0, Never-married, Machine-op-inspct, Not-in-family, White, Male,0.0,0.0,40.0, United-States,<=N
9911,23.0, Private,182117.0, Some-college,10.0, Never-married, Other-service, Own-child, White, Male,0.0,0.0,40.0, United-States,<=N
9912,47.0, Private,172753.0, HS-grad,9.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,0.0,85.0, United-States,<=N
9913,37.0, Private,139770.0, HS-grad,9.0, Never-married, Adm-clerical, Not-in-family, White, Female,0.0,0.0,35.0, United-States,<=N
9914,47.0, Private,215686.0, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, Black, Male,0.0,0.0,50.0, United-States,<=N
9915,31.0, Private,181388.0, Masters,14.0, Married-civ-spouse, Prof-specialty, Wife, White, Female,0.0,1902.0,45.0, United-States,>N
9916,57.0, Private,81973.0, Bachelors,13.0, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,15024.0,0.0,45.0, United-States,>N
9917,44.0, Private,328581.0, Bachelors,13.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,50.0, United-States,>N
9918,64.0, Private,110110.0, 11th,7.0, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0.0,0.0,40.0, United-States,<=N
9919,31.0, Private,174201.0, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, United-States,>N
9920,40.0, Private,137421.0, Masters,14.0, Married-spouse-absent, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,0.0,0.0,35.0, India,<=N
9921,34.0, Private,153927.0, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,40.0, United-States,>N
9922,28.0, Federal-gov,187649.0, HS-grad,9.0, Never-married, Prof-specialty, Own-child, White, Female,0.0,0.0,40.0, United-States,<=N
9923,72.0, Private,149992.0, 7th-8th,4.0, Married-civ-spouse, Farming-fishing, Husband, White, Male,0.0,0.0,35.0, United-States,<=N
9924,21.0, Private,234640.0, HS-grad,9.0, Never-married, Exec-managerial, Not-in-family, White, Female,0.0,0.0,47.0, United-States,<=N
9925,52.0, Local-gov,311569.0, Masters,14.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,50.0, United-States,>N
9926,44.0, Private,182383.0, Some-college,10.0, Married-civ-spouse, Adm-clerical, Wife, White, Female,0.0,0.0,35.0, United-States,<=N
9927,57.0, State-gov,344381.0, Some-college,10.0, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,7688.0,0.0,75.0, United-States,>N
9928,35.0, Self-emp-not-inc,280570.0, HS-grad,9.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,35.0, United-States,<=N
9929,21.0, Private,215039.0, 11th,7.0, Never-married, Handlers-cleaners, Own-child, White, Male,0.0,0.0,40.0, United-States,<=N
9930,38.0, Local-gov,339442.0, Some-college,10.0, Married-civ-spouse, Transport-moving, Husband, Black, Male,0.0,0.0,40.0, United-States,<=N
9931,28.0, Local-gov,168065.0, Masters,14.0, Never-married, Prof-specialty, Not-in-family, White, Female,0.0,0.0,40.0, United-States,<=N
9932,59.0, Private,47534.0, Masters,14.0, Divorced, Exec-managerial, Not-in-family, White, Female,0.0,0.0,45.0, United-States,<=N
9933,54.0, Local-gov,116428.0, 10th,6.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, United-States,<=N
9934,25.0, Private,121789.0, Some-college,10.0, Never-married, Sales, Not-in-family, White, Male,0.0,0.0,38.0, United-States,<=N
9935,29.0, State-gov,143139.0, 10th,6.0, Never-married, Craft-repair, Unmarried, White, Male,0.0,0.0,40.0, United-States,<=N
9936,18.0, Private,187790.0, HS-grad,9.0, Never-married, Adm-clerical, Own-child, White, Female,0.0,0.0,40.0, United-States,<=N
9937,31.0, Private,140559.0, HS-grad,9.0, Married-civ-spouse, Other-service, Husband, Black, Male,0.0,0.0,40.0, United-States,<=N
9938,17.0, Private,184025.0, 11th,7.0, Never-married, Handlers-cleaners, Own-child, White, Male,0.0,0.0,16.0, United-States,<=N
9939,47.0, Private,257824.0, Some-college,10.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,45.0, United-States,<=N
9940,42.0, Private,89226.0, HS-grad,9.0, Married-civ-spouse, Other-service, Husband, White, Male,7688.0,0.0,40.0, Greece,>N
9941,21.0, Private,145917.0, Some-college,10.0, Never-married, Adm-clerical, Own-child, White, Female,0.0,0.0,20.0, United-States,<=N
9942,32.0, Private,207301.0, Some-college,10.0, Married-civ-spouse, Sales, Wife, White, Female,0.0,0.0,40.0, United-States,<=N
9943,51.0, Private,135388.0, 12th,8.0, Widowed, Machine-op-inspct, Not-in-family, White, Male,0.0,1564.0,40.0, United-States,<=N
9944,24.0, Private,266467.0, Assoc-voc,11.0, Never-married, Machine-op-inspct, Own-child, White, Male,0.0,0.0,40.0, United-States,<=N
9945,60.0, Private,200047.0, Masters,14.0, Married-civ-spouse, Adm-clerical, Husband, White, Male,0.0,0.0,40.0, United-States,>N
9946,29.0, Federal-gov,121040.0, HS-grad,9.0, Divorced, Adm-clerical, Not-in-family, Black, Female,0.0,0.0,40.0, United-States,<=N
9947,24.0, Private,199694.0, Assoc-acdm,12.0, Never-married, Handlers-cleaners, Own-child, White, Male,0.0,0.0,30.0, United-States,<=N
9948,43.0, Private,301007.0, Masters,14.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,7298.0,0.0,50.0, United-States,>N
9949,64.0, Self-emp-not-inc,253759.0, Some-college,10.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,1977.0,50.0, United-States,>N
9950,53.0, Private,120839.0, Some-college,10.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States,<=N
9951,64.0, State-gov,33342.0, Some-college,10.0, Divorced, Adm-clerical, Not-in-family, White, Female,0.0,0.0,40.0, United-States,<=N
9952,41.0, Private,205195.0, Assoc-acdm,12.0, Divorced, Sales, Not-in-family, White, Male,0.0,0.0,40.0, United-States,<=N
9953,30.0, Private,362873.0, Bachelors,13.0, Married-civ-spouse, Tech-support, Husband, White, Male,0.0,0.0,40.0, El-Salvador,>N
9954,25.0, Private,104614.0, HS-grad,9.0, Never-married, Protective-serv, Unmarried, White, Female,0.0,0.0,25.0, United-States,<=N
9955,27.0, Self-emp-not-inc,32280.0, HS-grad,9.0, Never-married, Farming-fishing, Unmarried, White, Male,0.0,0.0,50.0, United-States,<=N
9956,30.0, Private,191777.0, 12th,8.0, Never-married, Other-service, Own-child, Black, Female,0.0,0.0,20.0, United-States,<=N
9957,39.0, Private,144169.0, HS-grad,9.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, United-States,<=N
9958,28.0, Private,264076.0, HS-grad,9.0, Never-married, Adm-clerical, Not-in-family, White, Female,0.0,0.0,40.0, United-States,<=N
9959,33.0, Private,119164.0, Masters,14.0, Never-married, Prof-specialty, Not-in-family, White, Male,0.0,0.0,50.0, United-States,<=N
9960,41.0, Private,126845.0, Some-college,10.0, Married-civ-spouse, Adm-clerical, Husband, White, Male,0.0,0.0,40.0, United-States,<=N
9961,24.0, Private,228395.0, Bachelors,13.0, Never-married, Sales, Own-child, Black, Female,0.0,0.0,40.0, United-States,<=N
9962,32.0, Private,242654.0, Some-college,10.0, Divorced, Sales, Unmarried, Black, Female,0.0,1138.0,40.0, Honduras,<=N
9963,69.0, Self-emp-not-inc,30951.0, Assoc-voc,11.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,20.0, United-States,<=N
9964,36.0, Private,48855.0, Masters,14.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,38.0, United-States,>N
9965,57.0, Self-emp-not-inc,50791.0, Assoc-voc,11.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,20.0, United-States,<=N
9966,58.0, Local-gov,248739.0, HS-grad,9.0, Never-married, Other-service, Not-in-family, White, Male,0.0,0.0,40.0, United-States,<=N
9967,26.0, Private,165418.0, Assoc-acdm,12.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States,<=N
9968,17.0, Private,79464.0, 11th,7.0, Never-married, Adm-clerical, Own-child, White, Female,0.0,0.0,12.0, United-States,<=N
9969,36.0, Local-gov,321247.0, 11th,7.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States,<=N
9970,44.0, Private,104269.0, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, Black, Male,0.0,0.0,40.0, United-States,<=N
9971,39.0, Self-emp-inc,129573.0, Assoc-acdm,12.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,45.0, United-States,<=N
9972,41.0, Private,222142.0, Some-college,10.0, Married-civ-spouse, Craft-repair, Husband, White, Male,3464.0,0.0,40.0, United-States,<=N
9973,24.0, Private,126613.0, 11th,7.0, Never-married, Other-service, Not-in-family, White, Female,0.0,0.0,20.0, United-States,<=N
9974,54.0, Private,145548.0, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States,<=N
9975,26.0, Private,331861.0, Bachelors,13.0, Never-married, Exec-managerial, Not-in-family, White, Male,0.0,0.0,30.0, United-States,<=N
9976,39.0, Private,156261.0, Some-college,10.0, Divorced, Adm-clerical, Unmarried, White, Female,0.0,0.0,38.0, United-States,<=N
9977,27.0, Private,173944.0, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States,<=N
9978,25.0, Private,69739.0, 10th,6.0, Never-married, Machine-op-inspct, Own-child, White, Male,0.0,0.0,40.0, Portugal,<=N
9979,32.0, Private,266345.0, Some-college,10.0, Never-married, Tech-support, Not-in-family, White, Male,0.0,0.0,40.0, United-States,<=N
9980,30.0, Private,278006.0, HS-grad,9.0, Divorced, Tech-support, Unmarried, White, Female,0.0,0.0,40.0, United-States,<=N
9981,50.0, Self-emp-inc,82578.0, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, United-States,>N
9982,66.0, Private,154164.0, Assoc-acdm,12.0, Never-married, Prof-specialty, Not-in-family, White, Male,0.0,0.0,7.0, United-States,<=N
9983,25.0, Private,250038.0, HS-grad,9.0, Married-civ-spouse, Adm-clerical, Husband, White, Male,0.0,0.0,40.0, United-States,<=N
9984,48.0, Private,175468.0, HS-grad,9.0, Married-spouse-absent, Other-service, Unmarried, White, Female,0.0,0.0,16.0, United-States,<=N
9985,23.0, State-gov,435835.0, Bachelors,13.0, Never-married, Prof-specialty, Not-in-family, White, Male,0.0,0.0,7.0, United-States,<=N
9986,70.0, Private,135601.0, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,20051.0,0.0,35.0, United-States,>N
9987,20.0, State-gov,162945.0, Some-college,10.0, Never-married, Handlers-cleaners, Own-child, White, Male,0.0,0.0,40.0, United-States,<=N
9988,18.0, Private,244115.0, 11th,7.0, Never-married, Other-service, Own-child, Black, Male,0.0,0.0,16.0, United-States,<=N
9989,29.0, Private,351902.0, HS-grad,9.0, Divorced, Sales, Not-in-family, White, Male,0.0,0.0,34.0, United-States,<=N
9990,33.0, Private,291414.0, 11th,7.0, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0.0,0.0,40.0, United-States,<=N
9991,27.0, Private,278736.0, 12th,8.0, Never-married, Handlers-cleaners, Other-relative, White, Male,0.0,0.0,40.0, Mexico,<=N
9992,44.0, Private,138975.0, HS-grad,9.0, Never-married, Transport-moving, Not-in-family, White, Male,0.0,0.0,50.0, United-States,<=N
9993,32.0, Private,165295.0, 5th-6th,3.0, Never-married, Other-service, Not-in-family, White, Female,0.0,0.0,40.0, Mexico,<=N
9994,49.0, Self-emp-inc,93557.0, Assoc-acdm,12.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,45.0, United-States,<=N
9995,66.0, Self-emp-not-inc,176315.0, Bachelors,13.0, Divorced, Sales, Not-in-family, White, Male,401.0,0.0,20.0, United-States,<=N
9996,35.0, Private,187167.0, HS-grad,9.0, Never-married, Adm-clerical, Unmarried, White, Female,0.0,0.0,40.0, United-States,<=N
9997,24.0, Private,241582.0, Some-college,10.0, Never-married, Sales, Not-in-family, White, Male,0.0,0.0,33.0, United-States,<=N
9998,31.0, Private,247328.0, 11th,7.0, Married-civ-spouse, Protective-serv, Husband, White, Male,0.0,0.0,40.0, United-States,<=N
9999,75.0, Self-emp-not-inc,157778.0, Assoc-voc,11.0, Divorced, Prof-specialty, Not-in-family, White, Female,15831.0,0.0,50.0, United-States,>N
10000,66.0, Self-emp-not-inc,67765.0, 11th,7.0, Widowed, Exec-managerial, Not-in-family, White, Female,0.0,0.0,84.0, United-States,<=N
10001,19.0, Private,229431.0, Some-college,10.0, Never-married, Prof-specialty, Own-child, White, Male,0.0,0.0,40.0, United-States,<=N
10002,46.0, Private,192203.0, Some-college,10.0, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0.0,0.0,40.0, United-States,<=N
10003,31.0, Private,93326.0, Some-college,10.0, Separated, Adm-clerical, Own-child, White, Female,0.0,0.0,40.0, United-States,<=N
10004,46.0, Private,118889.0, HS-grad,9.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,68.0, United-States,<=N
10005,29.0, State-gov,237028.0, HS-grad,9.0, Never-married, Adm-clerical, Unmarried, White, Female,0.0,0.0,40.0, United-States,<=N
10006,63.0, Private,156127.0, Some-college,10.0, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0.0,0.0,45.0, United-States,<=N
10007,46.0, Private,151325.0, 10th,6.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States,<=N
10008,52.0, Private,311350.0, HS-grad,9.0, Divorced, Transport-moving, Not-in-family, White, Male,0.0,0.0,50.0, United-States,<=N
10009,44.0, Self-emp-not-inc,273465.0, Assoc-acdm,12.0, Never-married, Sales, Own-child, White, Male,0.0,0.0,50.0, United-States,<=N
10010,66.0, Private,172646.0, 5th-6th,3.0, Married-civ-spouse, Transport-moving, Husband, White, Male,1173.0,0.0,12.0, United-States,<=N
10011,51.0, Private,379797.0, 10th,6.0, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0.0,0.0,40.0, United-States,<=N
10012,38.0, Private,131827.0, Bachelors,13.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,70.0, United-States,>N
10013,26.0, State-gov,158734.0, Masters,14.0, Never-married, Prof-specialty, Not-in-family, White, Female,0.0,0.0,40.0, United-States,<=N
10014,35.0, Private,233533.0, Bachelors,13.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,42.0, United-States,>N
10015,48.0, Private,246367.0, Some-college,10.0, Widowed, Adm-clerical, Not-in-family, White, Female,0.0,0.0,50.0, United-States,<=N
10016,42.0, Local-gov,142049.0, Some-college,10.0, Divorced, Tech-support, Unmarried, White, Female,0.0,0.0,32.0, United-States,<=N
10017,50.0, Private,101119.0, 10th,6.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,0.0,40.0, United-States,<=N
10018,26.0, Private,104830.0, Masters,14.0, Never-married, Exec-managerial, Not-in-family, White, Female,594.0,0.0,35.0, United-States,<=N
10019,42.0, Private,173981.0, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,40.0, Italy,>N
10020,63.0, Private,195338.0, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024.0,0.0,45.0, United-States,>N
10021,18.0, Private,64253.0, 11th,7.0, Never-married, Sales, Own-child, Black, Female,0.0,0.0,20.0, United-States,<=N
10022,56.0, Private,182062.0, HS-grad,9.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,0.0,48.0, United-States,<=N
10023,33.0, Private,111696.0, Some-college,10.0, Married-civ-spouse, Adm-clerical, Husband, White, Male,0.0,0.0,45.0, United-States,<=N
10024,41.0, Private,168071.0, HS-grad,9.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,40.0, United-States,<=N
10025,42.0, Private,314369.0, HS-grad,9.0, Divorced, Craft-repair, Unmarried, Black, Male,0.0,0.0,45.0, United-States,<=N
10026,37.0, Private,178877.0, HS-grad,9.0, Married-civ-spouse, Adm-clerical, Husband, White, Male,0.0,0.0,45.0, United-States,<=N
10027,42.0, Private,111483.0, Masters,14.0, Never-married, Prof-specialty, Not-in-family, White, Male,0.0,0.0,48.0, United-States,<=N
10028,18.0, Private,192321.0, Some-college,10.0, Never-married, Prof-specialty, Own-child, White, Male,0.0,0.0,40.0, United-States,<=N
10029,62.0, Private,171757.0, 7th-8th,4.0, Widowed, Transport-moving, Not-in-family, Black, Male,0.0,0.0,40.0, United-States,<=N
10030,29.0, Federal-gov,157313.0, Assoc-voc,11.0, Never-married, Prof-specialty, Not-in-family, White, Female,0.0,0.0,40.0, United-States,<=N
10031,20.0, Private,38772.0, 11th,7.0, Never-married, Other-service, Not-in-family, White, Male,0.0,0.0,40.0, United-States,<=N
10032,36.0, Federal-gov,72338.0, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0.0,0.0,40.0, United-States,>N
10033,67.0, Self-emp-not-inc,132626.0, HS-grad,9.0, Married-civ-spouse, Farming-fishing, Husband, White, Male,0.0,0.0,70.0, United-States,<=N
10034,50.0, Private,176240.0, Some-college,10.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,50.0, United-States,<=N
10035,40.0, Private,202692.0, HS-grad,9.0, Married-civ-spouse, Other-service, Husband, White, Male,0.0,0.0,35.0, United-States,<=N
10036,18.0, Private,70021.0, 11th,7.0, Never-married, Other-service, Own-child, White, Male,0.0,0.0,15.0, United-States,<=N
10037,55.0, Private,181242.0, HS-grad,9.0, Divorced, Protective-serv, Not-in-family, White, Male,0.0,0.0,20.0, United-States,<=N
10038,48.0, Private,196707.0, Assoc-voc,11.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States,<=N
10039,80.0, Local-gov,81534.0, 1st-4th,2.0, Widowed, Farming-fishing, Not-in-family, Asian-Pac-Islander, Male,1086.0,0.0,20.0, Philippines,<=N
10040,25.0, Private,137658.0, Some-college,10.0, Never-married, Adm-clerical, Not-in-family, White, Female,0.0,0.0,45.0, United-States,<=N
10041,24.0, Private,253190.0, HS-grad,9.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,45.0, United-States,<=N
10042,46.0, Private,233059.0, 9th,5.0, Divorced, Transport-moving, Not-in-family, White, Male,0.0,0.0,40.0, United-States,<=N
10043,22.0, State-gov,177787.0, HS-grad,9.0, Never-married, Other-service, Unmarried, White, Female,0.0,0.0,45.0, United-States,<=N
10044,35.0, Self-emp-not-inc,193026.0, Some-college,10.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,60.0, United-States,<=N
10045,62.0, Self-emp-not-inc,271464.0, Masters,14.0, Separated, Farming-fishing, Not-in-family, White, Male,0.0,0.0,30.0, United-States,<=N
10046,40.0, Private,199689.0, HS-grad,9.0, Divorced, Other-service, Not-in-family, White, Female,0.0,0.0,40.0, United-States,<=N
10047,27.0, Federal-gov,190653.0, Assoc-voc,11.0, Married-civ-spouse, Armed-Forces, Husband, White, Male,0.0,0.0,40.0, United-States,<=N
10048,40.0, Private,359389.0, Bachelors,13.0, Divorced, Other-service, Unmarried, Asian-Pac-Islander, Female,0.0,0.0,40.0, Philippines,<=N
10049,49.0, Self-emp-not-inc,181717.0, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Wife, White, Female,0.0,0.0,7.0, United-States,>N
10050,52.0, Private,245127.0, 9th,5.0, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0.0,0.0,40.0, Outlying-US(Guam-USVI-etc),<=N
10051,21.0, Private,274398.0, Assoc-voc,11.0, Never-married, Adm-clerical, Own-child, Black, Female,0.0,0.0,40.0, United-States,<=N
10052,41.0, Self-emp-not-inc,344624.0, Some-college,10.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,60.0, United-States,<=N
10053,35.0, Private,169037.0, HS-grad,9.0, Married-civ-spouse, Transport-moving, Wife, White, Female,0.0,0.0,48.0, United-States,<=N
10054,22.0, Private,221406.0, Some-college,10.0, Never-married, Other-service, Not-in-family, White, Female,0.0,0.0,20.0, United-States,<=N
10055,71.0, Private,211707.0, Some-college,10.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,4.0, United-States,<=N
10056,73.0, Private,185939.0, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,40.0, United-States,>N
10057,33.0, Private,227026.0, Bachelors,13.0, Never-married, Craft-repair, Unmarried, White, Female,0.0,0.0,40.0, Nicaragua,<=N
10058,38.0, Private,187847.0, Masters,14.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,50.0, United-States,>N
10059,19.0, Private,238144.0, Some-college,10.0, Divorced, Adm-clerical, Not-in-family, White, Female,0.0,0.0,20.0, United-States,<=N
10060,29.0, Private,243660.0, Some-college,10.0, Never-married, Other-service, Not-in-family, White, Male,0.0,0.0,45.0, United-States,<=N
10061,26.0, Private,102476.0, Bachelors,13.0, Married-civ-spouse, Tech-support, Husband, White, Male,0.0,0.0,40.0, United-States,<=N
10062,56.0, Local-gov,238405.0, HS-grad,9.0, Widowed, Adm-clerical, Not-in-family, White, Female,0.0,0.0,40.0, United-States,<=N
10063,29.0, Private,187479.0, Some-college,10.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,50.0, United-States,<=N
10064,40.0, Private,168294.0, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States,<=N
10065,52.0, Private,129893.0, HS-grad,9.0, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0.0,1579.0,30.0, United-States,<=N
10066,55.0, Private,172642.0, HS-grad,9.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,0.0,40.0, United-States,<=N
10067,19.0, Private,208066.0, Some-college,10.0, Never-married, Sales, Own-child, White, Female,0.0,0.0,20.0, United-States,<=N
10068,39.0, Private,247558.0, Some-college,10.0, Never-married, Sales, Not-in-family, White, Male,0.0,0.0,41.0, United-States,<=N
10069,36.0, Private,99233.0, Some-college,10.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,1887.0,40.0, United-States,>N
10070,46.0, Private,430278.0, Masters,14.0, Never-married, Prof-specialty, Not-in-family, White, Male,0.0,0.0,40.0, United-States,<=N
10071,33.0, State-gov,204374.0, Masters,14.0, Never-married, Prof-specialty, Own-child, White, Male,0.0,0.0,38.0, Poland,<=N
10072,30.0, Private,136832.0, 9th,5.0, Never-married, Handlers-cleaners, Own-child, White, Male,0.0,0.0,40.0, United-States,<=N
10073,54.0, Federal-gov,151135.0, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, United-States,>N
10074,17.0, Private,95875.0, 9th,5.0, Never-married, Handlers-cleaners, Own-child, White, Male,0.0,0.0,12.0, United-States,<=N
10075,39.0, Private,360494.0, HS-grad,9.0, Never-married, Transport-moving, Not-in-family, White, Male,0.0,0.0,40.0, United-States,<=N
10076,21.0, Private,187581.0, Some-college,10.0, Never-married, Prof-specialty, Own-child, White, Female,0.0,0.0,40.0, United-States,<=N
10077,53.0, Private,98659.0, 9th,5.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,44.0, United-States,<=N
10078,45.0, Private,252242.0, Doctorate,16.0, Divorced, Sales, Not-in-family, White, Male,99999.0,0.0,55.0, United-States,>N
10079,24.0, Private,411238.0, Some-college,10.0, Married-civ-spouse, Adm-clerical, Wife, Black, Female,0.0,0.0,40.0, United-States,<=N
10080,47.0, Self-emp-not-inc,199083.0, Masters,14.0, Divorced, Transport-moving, Not-in-family, White, Male,0.0,2258.0,50.0, United-States,<=N
10081,38.0, Private,222573.0, HS-grad,9.0, Separated, Machine-op-inspct, Unmarried, White, Female,0.0,0.0,40.0, United-States,<=N
10082,44.0, Private,245317.0, HS-grad,9.0, Married-civ-spouse, Adm-clerical, Husband, White, Male,0.0,0.0,40.0, United-States,<=N
10083,45.0, Private,216414.0, Bachelors,13.0, Married-civ-spouse, Adm-clerical, Husband, White, Male,7688.0,0.0,50.0, United-States,>N
10084,32.0, Private,236396.0, HS-grad,9.0, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0.0,0.0,40.0, United-States,<=N
10085,24.0, Private,311826.0, Some-college,10.0, Never-married, Sales, Unmarried, White, Female,0.0,0.0,18.0, United-States,<=N
10086,38.0, Private,172538.0, HS-grad,9.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,55.0, United-States,<=N
10087,38.0, Private,43712.0, HS-grad,9.0, Married-civ-spouse, Adm-clerical, Husband, White, Male,0.0,0.0,55.0, United-States,<=N
10088,33.0, Private,272669.0, Assoc-acdm,12.0, Never-married, Adm-clerical, Unmarried, Asian-Pac-Islander, Male,0.0,0.0,30.0, Hong,<=N
